,Movie_Title,Release_Year,Genre,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID
758,The Woman King,2022,"['Action', 'Drama', 'History']",7.636,2265,50000000,97300000,724495
759,Orphan: First Kill,2022,"['Horror', 'Thriller']",6.613,2232,10000000,9572765,760161
760,The Guardians of the Galaxy Holiday Special,2022,"['Comedy', 'Science Fiction', 'Adventure']",7.101,2224,0,0,774752
761,Samaritan,2022,"['Science Fiction', 'Crime', 'Action']",6.673,2113,100000000,0,629176
762,Day Shift,2022,"['Action', 'Fantasy', 'Horror', 'Comedy', 'Thriller']",6.753,2098,100000000,0,755566
763,Where the Crawdads Sing,2022,"['Drama', 'Mystery', 'Romance']",7.544,2092,24000000,144353965,682507
764,The Pale Blue Eye,2022,"['Thriller', 'Crime', 'Horror', 'Mystery']",6.811,2030,72000000,0,800815
765,Halloween Ends,2022,"['Horror', 'Thriller']",6.066,1919,33000000,104374176,616820
766,Luck,2022,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",7.749,1860,0,0,585511
767,Troll,2022,"['Fantasy', 'Action', 'Adventure']",6.586,1830,0,0,736526
768,365 Days: This Day,2022,"['Romance', 'Drama']",5.93,1783,0,0,829557
769,The Ice Age Adventures of Buck Wild,2022,"['Animation', 'Comedy', 'Family', 'Adventure']",6.592,1777,0,0,774825
770,Hocus Pocus 2,2022,"['Fantasy', 'Comedy', 'Family']",7.2,1773,30000000,0,642885
771,Fresh,2022,"['Horror', 'Thriller']",7.0,1772,0,0,787752
772,Amsterdam,2022,"['Mystery', 'Comedy', 'Drama']",6.063,1717,80000000,31245810,664469
773,Dog,2022,"['Drama', 'Comedy']",7.305,1692,20000000,84774243,626735
774,Pinocchio,2022,"['Fantasy', 'Adventure', 'Family']",6.309,1681,0,0,532639
775,Aftersun,2022,['Drama'],7.674,1670,0,7834405,965150
776,DC League of Super-Pets,2022,"['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction']",7.179,1666,90000000,203000000,539681
777,Spiderhead,2022,"['Science Fiction', 'Thriller']",5.785,1665,0,0,615469
778,Beast,2022,"['Thriller', 'Action', 'Horror', 'Adventure']",6.543,1662,0,56000000,760741
779,Enola Holmes 2,2022,"['Adventure', 'Mystery', 'Crime']",7.3,1632,0,0,829280
780,The Sea Beast,2022,"['Animation', 'Adventure', 'Action', 'Family', 'Fantasy']",7.325,1608,0,0,560057
781,Memory,2022,"['Action', 'Thriller', 'Crime']",6.746,1595,30000000,13900000,818397
782,Suzume,2022,"['Animation', 'Drama', 'Adventure', 'Fantasy']",7.897,1584,0,323638107,916224
783,Texas Chainsaw Massacre,2022,['Horror'],5.21,1569,20000000,0,632727
784,Three Thousand Years of Longing,2022,"['Drama', 'Fantasy', 'Romance']",6.885,1561,60000000,20300000,556694
785,Deep Water,2022,"['Drama', 'Mystery', 'Thriller']",5.8,1529,49000000,0,619979
786,Bones and All,2022,"['Horror', 'Romance', 'Drama']",7.027,1518,16000000,15234907,791177
787,RRR,2022,"['Action', 'Adventure', 'Drama']",7.739,1471,69000000,160000000,579974
788,Blonde,2022,['Drama'],5.927,1459,22000000,0,301502
789,Werewolf by Night,2022,"['Action', 'Fantasy', 'Horror']",6.978,1430,0,0,894205
790,TÁR,2022,"['Music', 'Drama']",7.092,1425,35000000,29048571,817758
791,Thirteen Lives,2022,"['Drama', 'Thriller']",7.859,1398,55000000,0,698948
792,Decision to Leave,2022,"['Thriller', 'Mystery', 'Romance']",7.336,1368,0,16914773,705996
793,Strange World,2022,"['Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']",6.255,1363,180000000,73621640,877269
794,The Good Nurse,2022,"['Drama', 'Crime', 'Mystery']",6.874,1354,0,0,541134
795,Bodies Bodies Bodies,2022,"['Horror', 'Comedy', 'Mystery']",6.174,1346,3000000,13900000,520023
796,Ticket to Paradise,2022,"['Drama', 'Comedy', 'Romance']",6.43,1338,20000000,168800000,800939
797,The School for Good and Evil,2022,"['Fantasy', 'Comedy', 'Adventure', 'Drama']",7.051,1325,0,0,779782
798,After Ever Happy,2022,"['Romance', 'Drama']",6.79,1325,14000000,19238073,744276
799,Chip 'n Dale: Rescue Rangers,2022,"['Animation', 'Family', 'Comedy', 'Adventure', 'Mystery']",7.0,1312,70000000,623190,420821
800,Oppenheimer,2023,"['Drama', 'History']",8.046,10939,100000000,952000000,872585
801,Barbie,2023,"['Comedy', 'Adventure']",6.946,10451,145000000,1447138421,346698
802,The Super Mario Bros. Movie,2023,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",7.604,10052,100000000,1362000000,502356
803,Spider-Man: Across the Spider-Verse,2023,"['Animation', 'Action', 'Adventure', 'Science Fiction']",8.3,8018,100000000,690897910,569094
804,Guardians of the Galaxy Vol. 3,2023,"['Science Fiction', 'Adventure', 'Action', 'Comedy']",7.932,7779,250000000,845550000,447365
805,John Wick: Chapter 4,2023,"['Action', 'Thriller', 'Crime']",7.716,7470,100000000,440157245,603692
806,Fast X,2023,"['Action', 'Crime', 'Thriller', 'Adventure', 'Mystery']",7.017,6099,340000000,704709660,385687
807,Ant-Man and the Wasp: Quantumania,2023,"['Action', 'Adventure', 'Science Fiction']",6.257,5503,200000000,476071180,640146
808,Transformers: Rise of the Beasts,2023,"['Science Fiction', 'Adventure', 'Action']",7.203,5067,195000000,441381193,667538
809,Poor Things,2023,"['Science Fiction', 'Romance', 'Comedy']",7.661,5059,35000000,117607117,792307
810,Elemental,2023,"['Family', 'Fantasy', 'Comedy', 'Romance', 'Animation']",7.594,5024,200000000,496444308,976573
811,The Flash,2023,"['Action', 'Science Fiction', 'Adventure']",6.621,4751,220000000,271333313,298618
812,Mission: Impossible - Dead Reckoning Part One,2023,"['Action', 'Thriller']",7.5,4710,291000000,571125435,575264
813,Five Nights at Freddy's,2023,"['Horror', 'Thriller']",7.373,4618,20000000,297144130,507089
814,Dungeons & Dragons: Honor Among Thieves,2023,"['Adventure', 'Fantasy', 'Comedy']",7.332,4228,151000000,208200000,493529
815,Wonka,2023,"['Comedy', 'Family', 'Fantasy']",7.054,4115,125000000,634502312,787699
816,My Fault,2023,"['Drama', 'Romance', 'Thriller']",7.764,3918,0,0,1010581
817,Indiana Jones and the Dial of Destiny,2023,"['Adventure', 'Action']",6.534,3856,294700000,383963057,335977
818,Killers of the Flower Moon,2023,"['Crime', 'History', 'Drama']",7.409,3829,200000000,158722599,466420
819,Meg 2: The Trench,2023,"['Action', 'Science Fiction', 'Horror']",6.405,3775,129000000,384056482,615656
820,No Hard Feelings,2023,"['Comedy', 'Romance']",6.7,3567,45000000,83000000,884605
821,The Creator,2023,"['Science Fiction', 'Action', 'Adventure']",7.027,3555,80000000,104272136,670292
822,Talk to Me,2023,['Horror'],7.142,3483,4500000,91959188,1008042
823,Shazam! Fury of the Gods,2023,"['Comedy', 'Action', 'Fantasy']",6.447,3473,110000000,134221819,594767
824,The Equalizer 3,2023,"['Action', 'Thriller', 'Crime']",7.295,3466,70000000,191067560,926393
825,Evil Dead Rise,2023,"['Horror', 'Thriller']",6.923,3432,15000000,147156372,713704
826,Society of the Snow,2023,"['Drama', 'History']",7.985,3296,65500000,1281,906126
827,Aquaman and the Lost Kingdom,2023,"['Action', 'Adventure', 'Fantasy']",6.566,3264,205000000,440181226,572802
828,The Hunger Games: The Ballad of Songbirds & Snakes,2023,"['Drama', 'Science Fiction', 'Action']",7.0,3256,100000000,337371917,695721
829,The Little Mermaid,2023,"['Adventure', 'Family', 'Fantasy', 'Romance']",6.29,3178,297000000,569626289,447277
830,Gran Turismo,2023,"['Adventure', 'Action', 'Drama']",7.739,3153,60000000,121700000,980489
831,The Marvels,2023,"['Science Fiction', 'Adventure', 'Action']",5.965,3150,274800000,206136825,609681
832,The Pope's Exorcist,2023,"['Horror', 'Thriller']",6.936,3006,18000000,76987621,758323
833,Anatomy of a Fall,2023,"['Thriller', 'Mystery', 'Crime']",7.537,3003,6700000,35634133,915935
834,Leave the World Behind,2023,"['Drama', 'Mystery', 'Thriller']",6.378,2969,0,0,726209
835,Blue Beetle,2023,"['Action', 'Science Fiction', 'Adventure']",6.66,2940,104000000,130788072,565770
836,Scream VI,2023,"['Horror', 'Crime', 'Thriller']",6.975,2936,35000000,168961389,934433
837,Guy Ritchie's The Covenant,2023,"['War', 'Action', 'Thriller']",7.732,2935,55000000,21948551,882569
838,Knock at the Cabin,2023,"['Horror', 'Mystery', 'Thriller']",6.255,2933,20000000,54700000,631842
839,Napoleon,2023,"['History', 'War', 'Romance']",6.318,2897,165000000,220597098,753342
840,Godzilla Minus One,2023,"['Science Fiction', 'Horror', 'Action']",7.592,2868,15000000,113676322,940721
841,Anyone But You,2023,"['Romance', 'Comedy']",6.833,2785,25000000,214891370,1072790
842,Creed III,2023,"['Drama', 'Action']",7.092,2743,75000000,275300000,677179
843,Extraction 2,2023,"['Action', 'Thriller', 'Crime']",7.406,2711,65000000,0,697843
844,Saltburn,2023,"['Drama', 'Comedy', 'Thriller']",6.965,2688,20000000,21013738,930564
845,65,2023,"['Action', 'Adventure', 'Science Fiction']",5.965,2677,45000000,60730568,700391
846,A Haunting in Venice,2023,"['Mystery', 'Thriller', 'Crime']",6.585,2640,60000000,121400000,945729
847,Sound of Freedom,2023,"['Action', 'Drama']",7.979,2629,14500000,250600000,678512
848,The Killer,2023,"['Crime', 'Thriller']",6.58,2554,175000000,362113,800158
849,Plane,2023,"['Action', 'Adventure', 'Thriller']",6.908,2502,25000000,74515586,646389
850,Rebel Moon - Part One: A Child of Fire,2023,"['Science Fiction', 'Action', 'Adventure']",6.239,2410,83000000,0,848326
851,The Boy and the Heron,2023,"['Animation', 'Adventure', 'Fantasy', 'Family', 'Drama']",7.4,2384,50000000,294200000,508883
852,The Zone of Interest,2023,"['Drama', 'History']",7.0,2348,15000000,52631884,467244
853,The Nun II,2023,['Horror'],6.676,2347,38500000,269670590,968051
854,Cocaine Bear,2023,"['Thriller', 'Comedy', 'Crime']",6.022,2284,32500000,88314672,804150
855,Asteroid City,2023,"['Comedy', 'Drama']",6.4,2281,25000000,53857743,747188
856,Saw X,2023,"['Horror', 'Mystery']",7.195,2212,13000000,125319714,951491
857,The Holdovers,2023,"['Comedy', 'Drama']",7.652,2207,13000000,42513270,840430
858,Air,2023,"['Drama', 'History']",7.301,2192,80000000,90100000,964980
859,Migration,2023,"['Family', 'Comedy', 'Adventure', 'Animation']",7.381,2124,72000000,298776052,940551
860,Past Lives,2023,"['Drama', 'Romance']",7.718,2078,12000000,28126646,666277
861,Ghosted,2023,"['Action', 'Comedy', 'Romance']",6.917,2038,40000000,0,868759
862,Renfield,2023,"['Comedy', 'Fantasy', 'Horror']",6.462,1995,65000000,26874347,649609
863,Insidious: The Red Door,2023,"['Horror', 'Thriller']",6.5,1869,16000000,189086877,614479
864,Murder Mystery 2,2023,"['Mystery', 'Comedy', 'Crime']",6.391,1856,0,0,638974
865,Heart of Stone,2023,"['Thriller', 'Action']",6.759,1819,0,0,724209
866,The Last Voyage of the Demeter,2023,"['Horror', 'Fantasy']",6.746,1812,45000000,21600000,635910
867,Operation Fortune: Ruse de Guerre,2023,"['Action', 'Comedy', 'Thriller']",6.5,1769,50000000,48983306,739405
868,Expend4bles,2023,"['Action', 'Adventure', 'Thriller']",6.092,1762,100000000,37917985,299054
869,Wish,2023,"['Animation', 'Family', 'Fantasy', 'Adventure']",6.276,1684,175000000,254997360,1022796
870,Perfect Days,2023,['Drama'],7.774,1653,14000000,24094016,976893
871,The Family Plan,2023,"['Action', 'Comedy', 'Family']",7.242,1651,0,0,1029575
872,Tetris,2023,"['Thriller', 'History', 'Drama']",7.662,1566,0,0,726759
873,Winnie the Pooh: Blood and Honey,2023,"['Horror', 'Thriller']",4.994,1510,100000,7717044,980078
874,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,"['Animation', 'Comedy', 'Action', 'Science Fiction']",7.211,1487,75000000,180513586,614930
875,Nowhere,2023,"['Thriller', 'Drama']",7.336,1486,0,0,1151534
876,"Red, White & Royal Blue",2023,"['Comedy', 'Romance']",7.948,1453,0,0,930094
877,Thanksgiving,2023,"['Horror', 'Mystery']",6.483,1449,15000000,46553280,1071215
878,There's Still Tomorrow,2023,"['Drama', 'Comedy', 'History']",8.105,1440,9000000,50121593,1026227
879,Hypnotic,2023,"['Mystery', 'Science Fiction', 'Thriller', 'Action', 'Drama']",6.207,1377,70000000,16014123,536437
880,The Mother,2023,"['Action', 'Thriller']",6.627,1352,0,0,552688
881,No One Will Save You,2023,"['Horror', 'Science Fiction']",6.679,1337,22800000,0,820609
882,The Three Musketeers: D'Artagnan,2023,"['Adventure', 'Action', 'Drama', 'History']",6.938,1321,27500000,31843086,796185
883,When Evil Lurks,2023,"['Horror', 'Thriller']",7.21,1302,0,2090252,744857
884,Retribution,2023,"['Thriller', 'Action', 'Adventure']",6.564,1297,20000000,18685751,762430
885,Leo,2023,"['Animation', 'Comedy', 'Family']",7.392,1281,0,0,1075794
886,Nimona,2023,"['Animation', 'Family', 'Action', 'Science Fiction', 'Adventure', 'Fantasy', 'Comedy']",7.867,1270,0,0,961323
887,Dogman,2023,"['Action', 'Drama', 'Crime']",7.877,1265,0,4082217,944401
888,Knights of the Zodiac,2023,"['Fantasy', 'Action', 'Adventure', 'Science Fiction']",6.312,1240,60000000,7000000,455476
889,The Wonderful Story of Henry Sugar,2023,"['Comedy', 'Fantasy', 'Adventure']",7.241,1228,0,0,923939
890,Beau Is Afraid,2023,"['Comedy', 'Adventure', 'Fantasy']",6.719,1221,35000000,12337378,798286
891,American Fiction,2023,"['Comedy', 'Drama']",7.284,1208,16000000,22483370,1056360
892,To Catch a Killer,2023,"['Thriller', 'Crime', 'Drama']",6.867,1206,0,3138750,605886
893,The Exorcist: Believer,2023,"['Horror', 'Thriller']",5.828,1196,30000000,136284218,807172
894,Missing,2023,"['Drama', 'Mystery', 'Thriller']",7.41,1186,7000000,45100756,768362
895,Haunted Mansion,2023,"['Comedy', 'Drama', 'Fantasy']",6.439,1168,157800000,117449790,616747
896,Kandahar,2023,"['Action', 'Thriller', 'War']",6.808,1162,30000000,9400000,717930
897,Ferrari,2023,"['History', 'Drama']",6.374,1161,95000000,39220516,365620
898,Dream Scenario,2023,"['Comedy', 'Fantasy']",6.652,1153,10000000,14114415,823482
899,Asterix & Obelix: The Middle Kingdom,2023,"['Family', 'Comedy', 'Adventure']",4.837,1119,72000000,46497678,643215
900,Deadpool & Wolverine,2024,"['Action', 'Comedy', 'Science Fiction']",7.57,7919,200000000,1338073645,533535
901,Dune: Part Two,2024,"['Science Fiction', 'Adventure']",8.132,7187,190000000,714844358,693134
902,Inside Out 2,2024,"['Animation', 'Adventure', 'Comedy', 'Family']",7.552,6241,200000000,1698863816,1022789
903,The Wild Robot,2024,"['Animation', 'Science Fiction', 'Family', 'Adventure', 'Drama']",8.318,5482,78000000,331982078,1184918
904,The Substance,2024,"['Drama', 'Horror', 'Science Fiction']",7.14,5329,17500000,76506196,933260
905,Furiosa: A Mad Max Saga,2024,"['Action', 'Science Fiction', 'Adventure']",7.459,4482,168000000,174287546,786892
906,Godzilla x Kong: The New Empire,2024,"['Action', 'Adventure', 'Science Fiction']",7.076,4393,150000000,571750016,823464
907,Alien: Romulus,2024,"['Horror', 'Science Fiction']",7.176,4082,80000000,350865342,945961
908,Gladiator II,2024,"['Action', 'Adventure', 'Drama']",6.656,3981,310000000,462180717,558449
909,Kingdom of the Planet of the Apes,2024,"['Science Fiction', 'Adventure', 'Action']",7.057,3958,160000000,397378150,653346
910,Civil War,2024,"['War', 'Action', 'Drama']",6.85,3919,50000000,126542249,929590
911,The Beekeeper,2024,"['Action', 'Crime', 'Thriller']",7.277,3865,35000000,152720535,866398
912,Venom: The Last Dance,2024,"['Action', 'Science Fiction', 'Adventure']",6.685,3837,120000000,478937618,912649
913,The Fall Guy,2024,"['Action', 'Comedy', 'Romance']",6.984,3295,125000000,181073291,746036
914,Kung Fu Panda 4,2024,"['Animation', 'Family', 'Action', 'Comedy', 'Adventure', 'Fantasy']",7.031,3272,80000000,548040835,1011985
915,Nosferatu,2024,"['Horror', 'Fantasy']",6.693,3227,50000000,181764515,426063
916,Bad Boys: Ride or Die,2024,"['Action', 'Comedy', 'Crime', 'Thriller', 'Adventure']",7.346,3110,100000000,404547819,573435
917,A Quiet Place: Day One,2024,"['Horror', 'Science Fiction', 'Thriller']",6.685,3016,67000000,261907653,762441
918,Sonic the Hedgehog 3,2024,"['Action', 'Science Fiction', 'Comedy', 'Family']",7.6,3007,122000000,492162604,939243
919,Conclave,2024,"['Drama', 'Thriller']",7.202,2999,20000000,115657988,974576
920,Despicable Me 4,2024,"['Family', 'Comedy', 'Animation', 'Science Fiction']",7.015,2969,100000000,969597394,519182
921,Beetlejuice Beetlejuice,2024,"['Comedy', 'Fantasy', 'Horror']",6.962,2842,99000000,452000435,917496
922,Moana 2,2024,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",7.026,2779,150000000,1059242164,1241982
923,Road House,2024,"['Action', 'Thriller']",6.939,2754,85000000,0,359410
924,Anora,2024,"['Drama', 'Comedy', 'Romance']",7.1,2724,6000000,56286295,1064213
925,Red One,2024,"['Action', 'Comedy', 'Fantasy']",7.0,2712,250000000,185700759,845781
926,Twisters,2024,"['Action', 'Thriller']",6.793,2696,155000000,372262265,718821
927,Joker: Folie à Deux,2024,"['Drama', 'Crime', 'Thriller']",5.41,2667,190000000,207500287,889737
928,Damsel,2024,"['Fantasy', 'Action', 'Adventure']",7.0,2585,60000000,5000,763215
